GEOdetailed,quinade,tyr,hc,GMRealPcGDP,GMRealPcGDPgrowth,GMLifeEx,Thc,prisectersum,Healthindex,MeanEnrolIndex,NIHDI,logGMRealPcGDP,TEffLegExe,NIHDI10,TInstitutions,TMyInstitutions,TInstitutions6t,TWBGIndex3,TEffandResGov,polit08,polit09,polit13,polit14
"Eastern Europe",1810,,,1123.52,.0724704,35.0798,,,.2319969,,,6.95836,,,,,,,,,,,
"Eastern Europe",1815,,,1128.04,.0805369,35.1018,,,.2323354,,,6.962233,1.666667,,,,,,3.513938,3,1,1,1
"Eastern Europe",1820,,,1146.94,.5849496,35.1238,,17.51343,.2326739,.0583781,.1040961,6.978697,1.666667,1.040961,,,,,3.513938,3,1,1,1
"Eastern Europe",1825,,,1188.34,.7052504,35.1458,,18.73452,.2330123,.0624484,.1082959,7.013941,1.666667,1.082959,,,,,3.513938,3,1,1,1
"Eastern Europe",1830,,,1231.52,.7064515,35.1678,,20.02692,.2333508,.0667564,.112629,7.049287,1.666667,1.12629,,,,,3.513938,3,1,1,1
"Eastern Europe",1835,,,1276.38,.7094688,35.1898,,21.38801,.2336892,.0712934,.1170653,7.084569,1.666667,1.170653,,,,,3.513938,3,1,1,1
"Eastern Europe",1840,,,1323.14,.7087185,35.2118,,23.04314,.2340277,.0768105,.1223556,7.119891,1.666667,1.223556,,,,,3.513938,3,1,1,1
"Eastern Europe",1845,,,1371.76,.7112802,35.0024,,24.53451,.2308062,.0817817,.1259984,7.155202,1.666667,1.259984,,,,,3.513938,3,1,1,1
"Eastern Europe",1850,,,1418.8,.6425963,35.213,,26.15041,.2340462,.087168,.1317794,7.188896,1.666667,1.317794,,,,,3.513938,3,1,1,1
"Eastern Europe",1855,,,1462.02,.627873,35.225,,27.89242,.2342308,.0929747,.1368687,7.219987,.8333333,1.368687,,,,,1.902501,3,1,.5,.5
"Eastern Europe",1860,,,1506.88,.6211461,35.2998,,30.11284,.2353815,.1003761,.1438835,7.251122,1.833333,1.438835,,,,,3.836226,3,1,1.1,1.1
"Eastern Europe",1865,,,1553.52,.6273687,35.2546,,32.01759,.2346862,.1067253,.1490834,7.282287,2.5,1.490834,,,,,5.241801,3,1.4,1.5,1.5
"Eastern Europe",1870,1.25,1.15,1620.2,1.013242,35.2886,1.475002,34.18933,.2352092,.1139644,.1548255,7.323078,2.5,1.548255,,,,,5.270907,3,1.5,1.5,1.5
"Eastern Europe",1875,1.33,1.15,1719.28,1.112967,35.449,1.476433,37.55724,.2376769,.1251908,.1638964,7.378367,3.055555,1.638964,,,,,4.685251,3,1.3333334,1.3333334,1.3333334
"Eastern Europe",1880,1.43,1.16,1824.86,1.105655,35.4504,1.513984,39.37141,.2376985,.131238,.1685558,7.433499,2.722222,1.685558,,,,,5.576405,2.9333334,1.4,1.5333333,1.6666666
"Eastern Europe",1885,1.53,1.17,1949,1.089899,35.7668,1.555788,42.76201,.2425662,.14254,.1794126,7.497187,3.777778,1.794126,,,,,5.941701,2.7333333,1.5333333,1.6666666,1.6666666
"Eastern Europe",1890,1.64,1.17,2069.6,3.023575,35.3832,1.565027,46.69014,.2366646,.1556338,.1859902,7.552426,3.444444,1.859902,,,,,5.98051,2.7333333,1.6666666,1.6666666,1.6666666
"Eastern Europe",1895,1.78,1.21,2300.56,1.582206,36.1856,1.667207,55.45039,.2490092,.1848346,.2133862,7.673102,2.777778,2.133862,,,,,5.856564,3,1.6666666,1.6666666,1.6666666
"Eastern Europe",1900,1.94,1.21,2501.44,1.886714,37.4786,1.67599,60.27151,.2689015,.2009051,.2353254,7.760654,2.777778,2.353254,,,,,5.856564,3,1.6666666,1.6666666,1.6666666
"Eastern Europe",1905,2.21,1.26,2587.12,.3456756,38.9258,1.836939,65.93608,.2911662,.2197869,.2550454,7.77915,2.777778,2.550454,,,,,6.24894,3,1.6666666,1.6666666,1.9333333
"Eastern Europe",1910,2.42,1.29,2825.9,1.34407,40.176,1.948063,74.1125,.3104,.2470416,.2775295,7.871831,2.777778,2.775295,,,,,6.347034,3,1.6666666,1.6666666,2
"Eastern Europe",1915,2.77,1.33,2563.74,-6.700657,37.3786,2.083456,68.14084,.2673631,.2271361,.2545938,7.73131,5.104167,2.545938,,,,,6.560678,2.75,1.5,1.75,2
"Eastern Europe",1920,3.09,1.34,2384.4,4.702576,40.285,2.11455,74.34319,.3120769,.2478106,.2861517,7.561885,4.604167,2.861517,,,,,5.646162,2.7,1.6,1.45,1.7
"Eastern Europe",1925,3.46,1.42,3200.14,6.22203,45.0232,2.358899,80.11185,.3849723,.2670395,.3203169,7.93352,5.770833,3.203169,,,,,6.364378,2.45,1.55,1.55,2
"Eastern Europe",1930,3.71,1.45,3308.08,.4346577,44.7808,2.464099,95.07823,.3812431,.3169274,.356427,7.998685,4.791667,3.56427,,,,,5.324866,2.8,1.45,1.15,1.9
"Eastern Europe",1935,4.06,1.53,3853.24,5.312829,50.4112,2.736507,103.5903,.4678646,.3453012,.4005159,8.178487,3.604167,4.005158,,,,,4.353972,3,1.25,.85000002,1.7
"Eastern Europe",1940,4.51,1.58,3851.02,-3.377908,39.4386,2.889869,98.87521,.2990554,.3295841,.3189796,8.164503,,3.189796,,,,,,,,,
"Eastern Europe",1945,4.90,1.66,3865.96,5.599432,52.324,3.160837,102.5674,.4972923,.3418915,.4175577,8.167784,5.807292,4.175577,3.184681,2.982363,2.284964,,5.484523,2.75,1.1875,1.1875,2
"Eastern Europe",1950,5.23,1.72,5081.06,4.219297,62.4448,3.353742,111.8256,.6529969,.3727519,.4907037,8.463185,4.916667,4.907037,3.007601,2.920098,2.256861,,5.031829,2.9000001,1,1,2
"Eastern Europe",1955,5.67,1.79,6188.9,4.227116,66.1558,3.565881,114.3561,.7100892,.3811871,.5178229,8.660528,6.291667,5.178228,3.058734,2.958315,2.295747,,5.031829,2.9000001,1,1,2
"Eastern Europe",1960,6.01,1.81,7468.56,4.09427,69.0524,3.631617,137.7981,.7546523,.4593269,.5871244,8.847796,5.791667,5.871244,3.136344,2.966214,2.388935,,5.148028,2.6500001,1,1,2
"Eastern Europe",1965,6.38,1.89,9000.06,3.601077,69.7112,3.882925,152.8132,.7647877,.5093772,.6225196,9.040177,5.479167,6.225196,3.169108,2.955695,2.437587,,5.171268,2.5999999,1,1,2
"Eastern Europe",1970,7.39,2.08,10590.78,3.653343,69.8042,4.504152,155.8949,.7662184,.5196497,.630112,9.205889,4.916667,6.30112,3.15325,2.915869,2.451727,,5.217748,2.5,1,1,2
"Eastern Europe",1975,8.20,2.31,12031.66,1.728255,69.7744,5.273849,169.3995,.76576,.5646651,.6579612,9.334497,4.791667,6.579612,3.106724,2.854188,2.433904,,5.217748,2.5,1,1,2
"Eastern Europe",1980,8.81,2.40,12506.38,.8528425,69.7184,5.563643,174.0595,.7648985,.5801985,.6669555,9.371497,4.729167,6.669555,3.133715,2.801008,2.41213,,5.217748,2.5,1,1,2
"Eastern Europe",1985,9.27,2.56,13165.86,.7482047,70.3554,6.0706,186.5609,.7746985,.6218698,.692741,9.424268,4.666667,6.92741,3.236796,3.021173,2.628387,,5.518261,2.45,1.05,1.15,2
"Eastern Europe",1990,9.78,2.67,10979.58,-6.339326,69.824,6.440063,189.3533,.7665231,.6311778,.6964495,9.227618,5.366667,6.964495,5.884397,6.74824,7.023417,,8.113106,1.475,2.1800001,2.1849999,2
"Eastern Europe",1995,10.64,2.92,10609.82,1.126921,69.94,7.241161,210.1106,.7683077,.7003686,.7381467,9.118002,5.45,7.381467,5.757312,6.501123,6.8939,5.876075,8.26748,1.4,2.3800001,2.22,2
"Eastern Europe",2000,11.15,3.07,12705.36,5.881207,70.974,7.745054,227.7234,.7842154,.7590778,.7764295,9.302095,6.008333,7.764296,5.484477,6.448391,6.83425,5.856254,8.711308,1.5,2.5,2.48,2
"Eastern Europe",2005,11.52,3.17,16680.44,4.132683,72.124,8.067809,243.1339,.8019077,.8104463,.8135455,9.592687,6.041667,8.135455,5.594194,6.624536,7.006109,6.00407,8.746337,1.5,2.5,2.5,2
"Eastern Europe",2010,11.76,3.25,18442.06,2.50897,73.998,8.313705,254.7844,.8307385,.8492812,.8468211,9.702638,,8.46821,5.7064,,,5.982135,,,,,
"Eastern Europe",2015,,,19500,2.16978,74.905,,,.8446923,,,9.762736,,,4.835615,,,,,,,,
"Melanesia",1800,,,570,.0221306,26.6,,,.1015385,,,6.309012,,,,,,,,,,,
"Melanesia",1805,,,570.45,.0063694,26.6,,,.1015385,,,6.309718,,,,,,,,,,,
"Melanesia",1810,,,570.9,.0286679,26.6,,,.1015385,,,6.310704,,,,,,,,,,,
"Melanesia",1815,,,571.45,.0091408,26.6,,,.1015385,,,6.311579,,,,,,,,,,,
"Melanesia",1820,,,575.45,.2692385,26.6,,.0009362,.1015385,3.12e-06,.0005412,6.318557,,.0054116,,,,,,,,,
"Melanesia",1825,,,585.35,.3541962,26.6,,.0012907,.1015385,4.30e-06,.0006354,6.33569,,.0063541,,,,,,,,,
"Melanesia",1830,,,595.55,.3430542,26.6,,.0017794,.1015385,5.93e-06,.0007461,6.352973,,.0074607,,,,,,,,,
"Melanesia",1835,,,605.65,.3335873,26.6,,.0024531,.1015385,8.18e-06,.000876,6.369898,,.00876,,,,,,,,,
"Melanesia",1840,,,616.05,.3444287,26.6,,.0033819,.1015385,.0000113,.0010286,6.386996,,.0102856,,,,,,,,,
"Melanesia",1845,,,626.7,.3443665,26.6,,.0046624,.1015385,.0000155,.0012077,6.404144,,.0120768,,,,,,,,,
"Melanesia",1850,,,637.55,.3410304,26.6,,.0064277,.1015385,.0000214,.001418,6.421393,,.01418,,,,,,,,,
"Melanesia",1855,,,648.45,.3504687,26.6,,.0088613,.1015385,.0000295,.0016649,6.438433,,.0166493,,,,,,,,,
"Melanesia",1860,,,659.75,.3423845,26.6,,.0378142,.1015385,.000126,.0034393,6.455742,,.0343934,,,,,,,,,
"Melanesia",1865,,,671.05,.3463811,26.6,,.090685,.1015385,.0003023,.0053262,6.472837,,.0532617,,,,,,,,,
"Melanesia",1870,0.01,1.00,682.55,.3308924,26.6,1.000308,.1860533,.1015385,.0006202,.007629,6.489838,,.0762898,,,,,,,,,
"Melanesia",1875,0.01,1.00,694.3,.3471571,25.196,1.000719,.3525572,.0799385,.0011752,.0044189,6.506955,,.0441885,,,,,,,,,
"Melanesia",1880,0.01,1.00,706.2,.343473,26.6,1.001388,.6373091,.1015385,.0021244,.0141196,6.524,,.1411961,,,,,,,,,
"Melanesia",1885,0.01,1.00,718.35,.342232,26.6,1.002649,1.112581,.1015385,.0037086,.0186558,6.541151,,.1865578,,,,,,,,,
"Melanesia",1890,0.02,1.00,730.75,.3435995,26.6,1.004841,1.891749,.1015385,.0063058,.0243265,6.558277,,.2432649,,,,,,,,,
"Melanesia",1895,0.03,1.00,743.35,.3482341,26.6,1.008528,3.145726,.1015385,.0104858,.0313695,6.575443,,.3136954,,,,,,,,,
"Melanesia",1900,0.05,1.00,756.1,.3368074,26.6,1.01461,5.121942,.1015385,.0170731,.0400281,6.592481,,.400281,,,,,,,,,
"Melanesia",1905,0.08,1.01,769.05,.3480831,26.6,1.024539,8.156017,.1015385,.0271867,.0505111,6.609532,,.5051109,,,,,,,,,
"Melanesia",1910,0.25,1.04,784.25,.5810124,26.6,1.1237,12.65627,.1015385,.0421876,.0629217,6.629014,,.629217,,,,,,,,,
"Melanesia",1915,0.46,1.05,836.75,1.500691,25.7968,1.151066,19.02868,.0891815,.0634289,.046376,6.690147,,.4637595,,,,,,,,,
"Melanesia",1920,0.88,1.09,908.25,1.558825,26.6,1.296333,27.51488,.1015385,.0917163,.0927751,6.76622,,.927751,,,,,,,,,
"Melanesia",1925,1.61,1.17,988.45,1.555774,27.3692,1.566547,37.97236,.1133723,.1265745,.1255911,6.843513,,1.255911,,,,,,,,,
"Melanesia",1930,2.00,1.22,1077.2,1.558431,29.2928,1.718562,49.73499,.1429662,.1657833,.1827887,6.920846,,1.827887,,,,,,,,,
"Melanesia",1935,2.41,1.27,1175.25,1.561374,32.556,1.883927,43.90106,.1931692,.1463369,.2018754,6.998106,,2.018754,,,,,,,,,
"Melanesia",1940,2.76,1.32,1283.65,1.553288,35.6404,2.033243,54.6413,.2406215,.1821377,.2543857,7.075182,,2.543857,,,,,,,,,
"Melanesia",1945,3.08,1.36,1403.75,1.55994,40.6928,2.172726,73.13356,.3183508,.2437785,.3243568,7.152245,,3.243568,,,,,,,,,
"Melanesia",1950,3.77,1.46,1540.8,1.712503,44.8644,2.486637,89.9137,.3825292,.2997124,.3834745,7.233231,,3.834745,,,,,,,,,
"Melanesia",1955,4.24,1.53,1699.45,1.76213,47.7356,2.717154,93.7409,.4267015,.3124697,.4063242,7.320531,,4.063242,,,,,,,,,
"Melanesia",1960,4.57,1.58,1859.95,2.061154,50.598,2.88372,86.66304,.4707385,.2888768,.4029253,7.412434,,4.029253,,,,,,,,,
"Melanesia",1965,5.24,1.60,2017.8,1.879547,53.5488,2.962319,90.91304,.5161354,.3030435,.4237345,7.51177,,4.237345,,,,,,,,,
"Melanesia",1970,5.67,1.76,2412.25,4.247416,56.3244,3.48249,136.4044,.5588369,.4546812,.5307735,7.625473,7.5,5.307734,5.760805,7.601937,5.91086,,9.535202,2,3,3,2
"Melanesia",1975,6.40,1.81,2671.45,2.199844,58.9096,3.62523,159,.5986092,.53,.5837652,7.715219,6.944445,5.837652,5.491897,6.77317,5.714445,,8.951381,2,3,2.6666667,2
"Melanesia",1980,7.16,2.05,2782.85,.3375871,60.9924,4.40557,169.74,.6306523,.5658,.6131353,7.779483,7.083333,6.131353,5.329087,6.836664,5.704951,,9.097336,2,3,2.75,2
"Melanesia",1985,7.85,2.14,2828.3,.6716518,61.9868,4.712951,152.88,.6459507,.5096,.5901694,7.829664,6.333333,5.901694,5.001922,6.537856,5.600403,,7.710715,2.1500001,2.7,2.3,1.7
"Melanesia",1990,9.24,2.52,3055.1,3.16486,62.9964,5.942247,168.92,.661483,.5630667,.6239356,7.915694,6.333333,6.239356,4.95115,6.82947,5.90655,,7.910203,2.0999999,2.8,2.3,1.8
"Melanesia",1995,10.28,2.75,3293.95,-.2982037,63.494,6.695105,171.88,.6691385,.5729334,.6244576,7.990108,6.75,6.244576,5.149173,6.945847,5.969143,5.881759,8.747044,2,3,2.55,2
"Melanesia",2000,9.97,2.71,3172.55,-1.733357,64.0508,6.566304,189.6883,.6777046,.6322942,.6577871,7.880689,6.104167,6.577871,4.944733,6.40791,5.541314,5.081034,8.193233,2.25,2.7,2.3499999,2
"Melanesia",2005,9.76,2.65,3395.4,1.959434,64.6856,6.377799,204.5081,.6874707,.6816936,.6859107,7.955575,6.145833,6.859107,4.817858,5.992054,5.486151,5.010134,8.178806,2.25,2.5,2.375,2
"Melanesia",2010,10.35,2.81,3663.45,2.234982,65.7748,6.902661,246.3061,.7042277,.8210203,.7575991,8.062913,,7.575991,4.741641,,,4.924141,,,,,
"Melanesia",2015,,,3853.25,1.673604,66.6,,,.7169231,,,8.10352,,,5.612857,,,,,,,,
"Micronesia",1800,,,600.56,.0370613,26.366667,,,.0979487,,,6.380827,,,,,,,,,,,
"Micronesia",1805,,,601.96,.0566418,26.366667,,,.0979487,,,6.383313,,,,,,,,,,,
"Micronesia",1810,,,603.32,.0487688,26.366667,,,.0979487,,,6.385765,,,,,,,,,,,
"Micronesia",1815,,,604.64,.0369881,26.366667,,,.0979487,,,6.388093,,,,,,,,,,,
"Micronesia",1820,,,608.24,.1867564,26.366667,,,.0979487,,,6.393863,,,,,,,,,,,
"Micronesia",1825,,,615.04,.1996199,26.366667,,,.0979487,,,6.404164,,,,,,,,,,,
"Micronesia",1830,,,621.88,.208021,26.366667,,,.0979487,,,6.414433,,,,,,,,,,,
"Micronesia",1835,,,628.88,.2037399,26.366667,,,.0979487,,,6.424691,,,,,,,,,,,
"Micronesia",1840,,,636.16,.2189884,26.366667,,,.0979487,,,6.435171,,,,,,,,,,,
"Micronesia",1845,,,643.36,.1967253,26.366667,,,.0979487,,,6.445353,,,,,,,,,,,
"Micronesia",1850,,,650.72,.2042494,26.366667,,,.0979487,,,6.455586,,,,,,,,,,,
"Micronesia",1855,,,658.28,.2073809,26.366667,,,.0979487,,,6.465925,,,,,,,,,,,
"Micronesia",1860,,,666,.2206589,26.366667,,,.0979487,,,6.476291,,,,,,,,,,,
"Micronesia",1865,,,673.76,.1924887,26.366667,,,.0979487,,,6.486536,,,,,,,,,,,
"Micronesia",1870,,,681.92,.2120711,26.366667,,,.0979487,,,6.497167,,,,,,,,,,,
"Micronesia",1875,,,690.04,.2135195,26.366667,,,.0979487,,,6.507497,,,,,,,,,,,
"Micronesia",1880,,,698.16,.1976285,26.366667,,,.0979487,,,6.5176,,,,,,,,,,,
"Micronesia",1885,,,706.6,.209593,26.366667,,,.0979487,,,6.527952,,,,,,,,,,,
"Micronesia",1890,,,715.16,.2080965,25.24,,,.0806154,,,6.538285,,,,,,,,,,,
"Micronesia",1895,,,723.92,.2115991,26.366667,,,.0979487,,,6.548659,,,,,,,,,,,
"Micronesia",1900,,,732.84,.2002404,26.366667,,,.0979487,,,6.558984,,,,,,,,,,,
"Micronesia",1905,,,741.8,.2042304,26.366667,,,.0979487,,,6.569203,,,,,,,,,,,
"Micronesia",1910,,,756.4,.860966,26.366667,,,.0979487,,,6.585971,,,,,,,,,,,
"Micronesia",1915,,,879.04,3.461215,23.7,,,.0569231,,,6.71867,,,,,,,,,,,
"Micronesia",1920,,,1070.96,3.512235,26.366667,,,.0979487,,,6.889531,,,,,,,,,,,
"Micronesia",1925,,,1313.88,3.513437,27.852667,,,.1208103,,,7.06207,,,,,,,,,,,
"Micronesia",1930,,,1619.68,3.524302,31.566667,,,.1779487,,,7.234619,,,,,,,,,,,
"Micronesia",1935,,,2006,3.515229,36.386,,,.2520923,,,7.406999,,,,,,,,,,,
"Micronesia",1940,,,2495.68,3.511602,36.698,,,.2568923,,,7.579301,,,,,,,,,,,
"Micronesia",1945,,,3118.12,3.513704,45.749333,,,.3961436,,,7.75139,,,,,,,,,,,
"Micronesia",1950,,,4105.4,4.972281,51.249333,,,.480759,,,7.959849,,,,,,,,,,,
"Micronesia",1955,,,5922.68,5.333922,53.342667,,,.5129641,,,8.215666,,,,,,,,,,,
"Micronesia",1960,,,8898.72,5.333818,55.483333,,,.5458974,,,8.471407,,,,,,,,,,,
"Micronesia",1965,,,13936.32,5.333294,57.568,,,.5779693,,,8.726976,6.25,,,,,,8.66201,2,0,3,2
"Micronesia",1970,,,20109.4,9.440806,59.601333,,,.6092513,,,9.0066,6.25,,,,,,8.66201,2,0,3,2
"Micronesia",1975,,,21058.08,-4.210613,61.48,,,.6381539,,,9.109009,6.25,,,,,,8.894409,1.5,0,3,2
"Micronesia",1980,,,13657.08,-6.069489,62.937333,,,.6605744,,,8.671705,6.625,,,,,,8.70849,1.9,0,3,2
"Micronesia",1985,,,11425.32,.4053134,64.266667,,,.6810256,,,8.629203,6.25,,,,,,8.66201,2,0,3,2
"Micronesia",1990,,,8661.24,-2.257097,65.125,,,.6942308,,,8.564988,6.25,,,,,,8.75497,1.8,0,3,2
"Micronesia",1995,,,6711,-1.711531,65.695,,,.703,,,8.46489,6.25,,,,,,8.75497,1.8,0,3,2
"Micronesia",2000,,,5893.64,.2288761,66.315,,,.7125385,,,8.416902,6.25,,,,,6.904826,8.75497,1.8,0,3,2
"Micronesia",2005,,,5761.12,1.264718,66.64,,,.7175385,,,8.404025,6.25,,,,,7.118664,8.66201,2,0,3,2
"Micronesia",2010,,,6883.8,4.303326,67.175,,,.7257692,,,8.543982,,,,,,6.990837,,,,,
"Micronesia",2015,,,7999.2,2.602864,67.7,,,.7338462,,,8.633808,,,,,,,,,,,
"Middle Africa",1800,,,528.66667,.1497062,30.258889,,,.1578291,,,6.233671,,,,,,,,,,,
"Middle Africa",1805,,,533.73333,.1871315,30.258889,,,.1578291,,,6.242456,,,,,,,,,,,
"Middle Africa",1810,,,538.57778,.1580553,30.258889,,,.1578291,,,6.250633,,,,,,,,,,,
"Middle Africa",1815,,,543.55556,.1659825,30.258889,,,.1578291,,,6.258878,,,,,,,,,,,
"Middle Africa",1820,,,550.24444,.3024809,30.258889,,.0156332,.1578291,.0000521,.0018728,6.270461,,.0187282,,,,,,,,,
"Middle Africa",1825,,,559.48889,.321062,30.258889,,.0203141,.1578291,.0000677,.0021349,6.286911,,.0213487,,,,,,,,,
"Middle Africa",1830,,,568.75556,.3282261,30.258889,,.0263957,.1578291,.000088,.0024335,6.302924,,.0243354,,,,,,,,,
"Middle Africa",1835,,,578.2,.3207494,30.258889,,.0342968,.1578291,.0001143,.002774,6.319019,,.0277395,,,,,,,,,
"Middle Africa",1840,,,588,.3287972,30.258889,,.0445609,.1578291,.0001485,.0031619,6.335435,,.031619,,,,,,,,,
"Middle Africa",1845,,,597.77778,.3122223,30.258889,,.0578932,.1578291,.000193,.003604,6.351408,,.0360401,,,,,,,,,
"Middle Africa",1850,,,607.95556,.3332582,30.258889,,.0752085,.1578291,.0002507,.0041078,6.367696,,.0410776,,,,,,,,,
"Middle Africa",1855,,,618.31111,.3251879,30.258889,,.0976927,.1578291,.0003256,.0046817,6.384033,,.0468169,,,,,,,,,
"Middle Africa",1860,,,628.84444,.3260861,30.258889,,.1268816,.1578291,.0004229,.0053355,6.400278,,.0533545,,,,,,,,,
"Middle Africa",1865,,,639.55556,.3202814,30.258889,,.1647633,.1578291,.0005492,.00608,6.416422,,.0607998,,,,,,,,,
"Middle Africa",1870,0.01,1.00,650.51111,.3295377,30.258889,1.001067,.2139069,.1578291,.000713,.0069276,6.43259,,.0692762,,,,,,,,,
"Middle Africa",1875,0.01,1.00,661.8,.3268777,30.258889,1.001308,.2776276,.1578291,.0009254,.0078923,6.448986,,.0789229,,,,,,,,,
"Middle Africa",1880,0.01,1.00,673.06667,.3145927,30.258889,1.001619,.360194,.1578291,.0012006,.0089896,6.464917,,.0898959,,,,,,,,,
"Middle Africa",1885,0.01,1.00,684.68889,.3249124,30.258889,1.002018,1.227307,.1578291,.004091,.0165939,6.48108,,.165939,,,,,,,,,
"Middle Africa",1890,0.01,1.00,696.68889,.331583,30.258889,1.001892,2.09442,.1578291,.0069814,.0216772,6.497533,,.2167722,,,,,,,,,
"Middle Africa",1895,0.02,1.00,708.68889,.3163007,30.258889,1.006163,1.331487,.1578291,.0044383,.0206734,6.51346,,.2067344,,,,,,,,,
"Middle Africa",1900,0.03,1.00,721.68889,.3895204,30.258889,1.00918,.6050598,.1578291,.0020169,.0165162,6.531138,,.165162,,,,,,,,,
"Middle Africa",1905,0.04,1.01,735.71111,.3897811,30.258889,1.019247,1.250677,.1578291,.0041689,.023792,6.550713,,.2379199,,,,,,,,,
"Middle Africa",1910,0.05,1.01,751.68889,.592829,30.258889,1.018126,1.989667,.1578291,.0066322,.0305054,6.572323,,.3050538,,,,,,,,,
"Middle Africa",1915,0.16,1.02,798.97778,1.383121,26.492222,1.050978,2.394747,.0998803,.0079825,.0253271,6.629354,,.2532712,,,,,,,,,
"Middle Africa",1920,0.18,1.02,864.37778,1.538042,30.258889,1.058441,3.015952,.1578291,.0100532,.0395429,6.701755,,.3954291,,,,,,,,,
"Middle Africa",1925,0.21,1.02,940.84444,1.56554,30.258889,1.067621,4.364532,.1578291,.0145484,.0477097,6.779486,,.4770969,,,,,,,,,
"Middle Africa",1930,0.25,1.03,1025.7333,1.561056,30.258889,1.08092,6.15894,.1578291,.0205298,.0566467,6.856794,,.5664672,,,,,,,,,
"Middle Africa",1935,0.32,1.02,1119.8667,1.538549,30.474444,1.061716,10.00471,.1611453,.033349,.0717508,6.933426,,.7175076,,,,,,,,,
"Middle Africa",1940,0.39,1.04,1224.8222,1.541762,31.346889,1.12863,13.86165,.1745675,.0462055,.0867141,7.009877,,.8671407,,,,,,,,,
"Middle Africa",1945,0.48,1.04,1341.7556,1.531515,34.234,1.114578,25.95369,.2189846,.0865123,.1417979,7.085844,,1.417979,,,,,,,,,
"Middle Africa",1950,0.67,1.07,1507.6444,2.890155,38.207111,1.224647,36.34707,.2801094,.1211569,.1930588,7.198825,,1.930588,,,,,,,,,
"Middle Africa",1955,0.82,1.06,1695.1556,2.310934,40.544889,1.186301,46.66389,.3160752,.1555463,.2311613,7.328043,,2.311613,,,,,,,,,
"Middle Africa",1960,1.01,1.11,1951.6222,4.080256,42.894667,1.342973,45.87993,.3522256,.1529331,.2404581,7.488344,3.513889,2.404581,2.364145,1.903956,1.881842,,5.437331,1.7333333,.23333333,1.1333333,1.9
"Middle Africa",1965,1.29,1.10,2314.9778,3.159345,45.447556,1.313539,61.53182,.3915009,.2051061,.2912959,7.643988,2.845238,2.912959,1.694923,1.185547,1.039065,,4.001739,1.8,.17142858,.78571427,1.3714286
"Middle Africa",1970,1.62,1.23,3139.0667,5.296601,48.257778,1.752214,71.105,.4347351,.2370167,.3286037,7.808435,2.458333,3.286037,1.413993,.9293752,.9469998,,3.693316,1.65,.05,.64999998,1.3
"Middle Africa",1975,2.12,1.24,4544.2222,.409542,50.875111,1.769354,79.92,.4750017,.2664,.3625207,7.922836,2.074074,3.625207,1.70992,1.08999,.9872459,,2.987194,2.2222223,.77777779,.51111114,1.0222223
"Middle Africa",1980,2.70,1.33,5212.0667,.7621367,52.867556,2.060359,96.09145,.5056547,.3203048,.410006,7.932312,2.768519,4.10006,1.586911,.8231836,.8495581,,3.942747,2.0888889,.62222224,.71111113,1.4222223
"Middle Africa",1985,3.40,1.41,4336.6,-1.047582,54.083333,2.32448,107.6758,.524359,.3589191,.4434329,7.892951,2.712963,4.434329,1.556345,.8231352,.9310954,,4.673194,1.8222222,.55555558,.84444445,1.6888889
"Middle Africa",1990,3.98,1.48,4083.7556,-3.005238,54.36,2.557185,89.43263,.5286154,.2981088,.4063443,7.763522,3.611111,4.063443,2.363228,1.650534,1.96223,,5.313371,1.6,1.1111112,1.1333333,1.6
"Middle Africa",1995,4.41,1.56,4536.4889,5.855465,53.726667,2.823451,88.07401,.5188718,.29358,.3943982,7.860867,3.666667,3.943981,2.397308,2.184222,2.524961,2.883707,5.041504,1.5599999,1.0600001,1.0600001,1.5
"Middle Africa",2000,4.64,1.54,6055.8667,4.485982,54.757778,2.746237,80.6461,.534735,.2688203,.3774584,8.003809,3.175926,3.774584,2.297464,1.699055,2.183789,2.880755,5.511005,1.4,1,1.1555556,1.6666666
"Middle Africa",2005,4.85,1.64,8022.7111,2.586546,56.906667,3.066589,108.2536,.5677949,.3608451,.4504715,8.196328,3.287037,4.504714,2.384625,1.607145,2.118987,2.707687,6.17077,1.1111112,1,1.2222222,1.9444444
"Middle Africa",2010,5.10,1.68,8074.4667,1.093827,59.18,3.210104,132.2161,.6027693,.4407202,.5131619,8.261823,,5.131618,2.446594,,,2.607368,,,,,
"Middle Africa",2015,,,8116.4444,3.075095,60.609444,,,.6247607,,,8.290254,,,2.052608,,,,,,,,
"Northern Africa",1800,,,751.23333,.0254775,31.852857,,,.1823516,,,6.600254,,,,,,,,,,,
"Northern Africa",1805,,,752.63333,.0398223,31.852857,,,.1823516,,,6.602182,,,,,,,,,,,
"Northern Africa",1810,,,753.76667,.0261285,31.852857,,,.1823516,,,6.603703,,,,,,,,,,,
"Northern Africa",1815,,,755.23333,.0459043,30.407143,,,.1601099,,,6.605718,,,,,,,,,,,
"Northern Africa",1820,,,766.66667,.5304234,31.215714,,.1211222,.1725495,.0004037,.0050496,6.619723,,.0504955,,,,,,,,,
"Northern Africa",1825,,,794.2,.651681,31.852857,,.1527245,.1823516,.0005091,.005833,6.652267,,.0583303,,,,,,,,,
"Northern Africa",1830,,,823.1,.6519899,31.852857,,.1926296,.1823516,.0006421,.0066315,6.684826,,.0663151,,,,,,,,,
