GEOdetailed,quinade,tyr,hc,GMRealPcGDP,GMRealPcGDPgrowth,GMLifeEx,Thc,prisectersum,Healthindex,MeanEnrolIndex,NIHDI,logGMRealPcGDP,TEffLegExe,NIHDI10,TInstitutions,TMyInstitutions,TInstitutions6t,TWBGIndex3,TEffandResGov,polit08,polit09,polit13,polit14
"South America",1820,,,1129.45,.5085352,32.763077,,1.476184,.196355,.0049206,.0265928,6.971186,3.578704,.2659278,,,,,1.526909,2.8333333,0,.52222222,.72222221
"South America",1825,,,1181.3167,.8299227,32.762462,,1.828394,.1963456,.0060946,.0300218,7.009832,3.114583,.3002182,,,,,3.516675,2.45,.125,.875,1.15
"South America",1830,,,1236.2167,.7888628,32.762308,,2.263111,.1963432,.0075437,.0336608,7.04756,3.481482,.3366084,,,,,3.797259,2.4000001,.1,.8888889,1.3111111
"South America",1835,,,1300.2667,.8393074,32.762308,,2.798532,.1963432,.0093284,.0376926,7.089984,3.018518,.3769256,,,,,4.289136,2.415,.1,1.0444444,1.4444444
"South America",1840,,,1371.85,.9161832,32.762308,,3.520873,.1963432,.0117362,.0424196,7.134668,3.5,.4241965,,,,,4.542046,2.52,.1,1.1333333,1.5333333
"South America",1845,,,1450.15,1.005515,32.762308,,4.038043,.1963432,.0134601,.0462424,7.180046,3.21875,.4624245,,,,,4.815519,2.48,.1,1.275,1.525
"South America",1850,,,1539.8,.768849,32.762308,,4.823955,.1963432,.0160799,.0510193,7.228861,3.59375,.5101935,,,,,4.93942,2.4444444,.1,1.275,1.625
"South America",1855,,,1633.7333,1.230106,32.762308,,5.944561,.1963432,.0198152,.0569445,7.275647,3.46875,.5694447,,,,,5.522531,2.3333333,.1,1.425,1.725
"South America",1860,,,1738.1833,.8799217,32.762308,,7.935425,.1963432,.0264514,.0657447,7.324404,3.941667,.6574473,,,,,5.697359,2.28,.16,1.6,1.7
"South America",1865,,,1863.0833,1.265732,32.762308,,9.623759,.1963432,.0320792,.0728695,7.380893,3.891667,.7286951,,,,,5.138477,2.3111112,.22,1.48,1.58
"South America",1870,0.20,1.02,2006.5667,.8965998,32.762308,1.06589,13.56423,.1963432,.0452141,.0846588,7.433137,4.166667,.8465877,,,,,5.909363,2.2666667,.2,1.6,1.9
"South America",1875,0.25,1.02,2004.9167,.7186667,32.758923,1.078832,14.72931,.1962911,.0490977,.0896059,7.462093,4.183333,.896059,,,,,5.888705,2.311111,.2,1.52,1.9
"South America",1880,0.32,1.03,2148.8833,1.79664,32.738462,1.10918,16.42605,.1959763,.0547535,.094928,7.526002,5.066667,.9492795,,,,,6.177025,2.4444444,.2,1.78,1.9
"South America",1885,0.39,1.04,2395.8333,1.018213,32.758462,1.123363,16.94615,.196284,.0564872,.0988542,7.593685,4.275,.988542,,,,,6.318615,2.1555555,.16,1.74,1.96
"South America",1890,0.45,1.05,2447.0333,.7971903,32.801538,1.154833,22.31072,.1969467,.0743691,.1135426,7.617601,4.266667,1.135426,,,,,6.38117,1.7555555,0,1.72,1.9400001
"South America",1895,0.52,1.06,2614.5833,1.027623,32.876923,1.1787,23.80773,.1981065,.0793591,.1195062,7.661559,4.391667,1.195062,,,,,6.743779,1.6888889,0,1.84,2
"South America",1900,0.82,1.09,2675.0667,1.246803,33.113846,1.292984,26.1313,.2017515,.0871043,.1282949,7.697621,4.516667,1.282949,,,,,6.363659,2.0444443,0,1.78,1.9400001
"South America",1905,1.01,1.11,2994.6,1.836773,33.289846,1.349367,30.76237,.2044592,.1025412,.1413292,7.78099,4.633333,1.413292,,,,,6.738991,1.8666667,0,1.9399999,2
"South America",1910,1.29,1.14,3217.0167,.4922611,33.651385,1.439125,37.40521,.2100213,.124684,.1567094,7.860756,4.75,1.567094,,,,,7.013835,1.7777778,0,2.0999999,2
"South America",1915,1.55,1.17,3061.2667,1.501501,33.250154,1.567168,39.98797,.2038485,.1332932,.1620219,7.874034,5.375,1.620219,,,,,7.364572,1.4,0,2.0999999,2
"South America",1920,1.85,1.20,3347.7167,3.258672,34.501538,1.651956,41.79133,.2231006,.1393044,.173032,7.979972,5.1,1.73032,,,,,7.04906,1.5,0,1.98,1.96
"South America",1925,2.11,1.24,3881.2833,3.218212,35.761692,1.779904,46.91885,.2424876,.1563962,.1941616,8.142068,4.883333,1.941616,,,,,6.761482,1.6799999,.06,1.8200001,2
"South America",1930,2.32,1.27,3709.9,-.414731,37.755385,1.871972,50.83214,.2731598,.1694405,.2130442,8.130598,3.783334,2.130442,,,,,4.977227,1.8099999,0,1.22,1.46
"South America",1935,2.58,1.29,4070.3833,2.137898,40.538154,1.956722,55.15768,.3159716,.1838589,.2370351,8.236475,3.6,2.370352,,,,,5.084313,1.8199999,0,1.38,1.4400001
"South America",1940,2.79,1.34,4157.2167,.7959238,44.900615,2.093458,62.6601,.3830864,.208867,.2795639,8.264892,,2.795639,,,,,,,,,
"South America",1945,3.02,1.36,4853.5333,3.099709,50.179538,2.161247,68.26141,.4643006,.227538,.3220059,8.392417,4.5,3.220058,3.534933,3.609211,3.465202,,6.297048,1.3,0,1.8,1.6
"South America",1950,3.23,1.38,5309.2167,1.144327,54.321077,2.229461,75.02805,.5280166,.2500935,.3602471,8.479879,4.608334,3.602471,3.256012,3.158385,2.955668,,6.309059,1.4399999,0,1.76,1.7
"South America",1955,3.51,1.42,5673.0333,.5238197,56.632462,2.3677,84.77381,.5635763,.2825794,.3961029,8.529111,4.975,3.961029,3.596102,4.581563,3.944426,,6.592622,1.46,0,1.86,1.78
"South America",1960,3.84,1.46,5838.6167,1.677844,58.885077,2.486659,95.15621,.598232,.3171874,.4325281,8.570949,5.141667,4.325281,4.286888,5.007918,4.311754,,6.915788,1.28,.12,1.96,1.8
"South America",1965,4.26,1.55,6421.95,2.30247,60.965538,2.774009,106.4249,.6302391,.3547498,.4680103,8.668697,5,4.680103,3.888118,4.337711,3.770211,,6.219421,1.5454545,.30909091,1.8,1.5636364
"South America",1970,4.78,1.63,7311.7333,3.077452,62.923385,3.03984,115.344,.6603597,.38448,.4992923,8.803272,4.378788,4.992923,3.419332,3.647468,4.089739,,4.788607,1.9090909,.36363637,1.3454546,1.2363636
"South America",1975,5.30,1.71,8335.3167,2.634924,64.963077,3.324847,128.0422,.6917396,.4268074,.5399065,8.935614,4.222222,5.399065,3.33029,3.610702,4.127227,,4.370853,2.1666667,.58333331,1.1833333,1.1833333
"South America",1980,5.95,1.82,8297.6333,-1.862421,67.178462,3.669566,135.8531,.7258225,.4528437,.5705534,8.948287,4.152778,5.705534,3.789896,4.312175,4.217169,,5.297312,1.6666666,.30000001,1.4166666,1.4333334
"South America",1985,6.51,1.93,8109.15,.8975354,69.133385,4.017772,146.8249,.7558982,.4894162,.6051497,8.922105,4.597222,6.051497,4.906488,5.72726,5.409159,,6.988376,1.2833333,.36666667,1.9333334,1.8333334
"South America",1990,7.02,2.03,8506.5667,2.050297,70.570769,4.342177,152.2805,.7780119,.5076015,.6257368,8.966887,5.111111,6.257368,5.753299,6.595665,6.185028,,7.927305,1.2666667,.41666666,2.3166666,2
"South America",1995,7.48,2.12,9411.0667,1.115457,71.690615,4.654912,165.7416,.7952402,.5524721,.6610189,9.077085,5.138889,6.610189,5.918665,6.791194,6.387418,5.656696,8.002975,1.1666666,.41666666,2.3333333,2
"South America",2000,7.99,2.22,9373.25,.9795363,72.829231,4.957997,200.4234,.8127574,.668078,.7366848,9.075896,5,7.366848,6.126201,7.056863,6.692192,5.72107,7.857021,1.1666666,.41666666,2.25,2
"South America",2005,8.57,2.38,11060.483,3.217491,73.901385,5.481627,213.136,.8292521,.7104532,.7682347,9.226983,5,7.682347,6.222468,7.064378,6.741765,5.679122,7.857021,1.1666666,.41666666,2.25,2
"South America",2010,8.89,2.44,12980.45,3.51027,74.780615,5.683804,225.9332,.8427787,.7531105,.7971258,9.389164,,7.971258,6.283899,,,5.699142,,,,,
"South America",2015,,,13796.333,1.504422,75.422692,,,.8526568,,,9.458037,,,6.180293,,,,,,,,
"South-Eastern Asia",1800,,,946.65455,.0383507,30.804545,,,.1662238,,,6.825931,,,,,,,,,,,
"South-Eastern Asia",1805,,,947.78182,.0320561,30.804545,,,.1662238,,,6.827486,,,,,,,,,,,
"South-Eastern Asia",1810,,,948.92727,.0278533,30.804545,,,.1662238,,,6.829068,,,,,,,,,,,
"South-Eastern Asia",1815,,,950.16364,.031464,30.804545,,,.1662238,,,6.830752,,,,,,,,,,,
"South-Eastern Asia",1820,,,954.01818,.1345201,31.071818,,.0440143,.1703357,.0001467,.0030674,6.834755,,.0306736,,,,,,,,,
"South-Eastern Asia",1825,,,962.21818,.1590573,31.25,,.0699718,.1730769,.0002332,.0045625,6.842718,,.0456245,,,,,,,,,
"South-Eastern Asia",1830,,,970.36364,.152997,31.25,,.1078926,.1730769,.0003596,.0057627,6.850502,,.0576268,,,,,,,,,
"South-Eastern Asia",1835,,,978.72727,.1622225,31.25,,.1630754,.1730769,.0005436,.0070981,6.858412,,.0709812,,,,,,,,,
"South-Eastern Asia",1840,,,987.12727,.1549202,31.25,,.2426535,.1730769,.0008088,.0086305,6.866266,,.0863049,,,,,,,,,
"South-Eastern Asia",1845,,,995.70909,.1592407,31.25,,.35646,.1730769,.0011882,.0104064,6.874204,,.1040641,,,,,,,,,
"South-Eastern Asia",1850,,,1004.3091,.161136,31.25,,.5205374,.1730769,.0017351,.0129549,6.882033,,.1295493,,,,,,,,,
"South-Eastern Asia",1855,,,1013,.1537216,31.25,,.7523383,.1730769,.0025078,.0156743,6.889866,,.1567433,,,,,,,,,
"South-Eastern Asia",1860,,,1021.9455,.1589793,31.25,,1.077239,.1730769,.0035908,.0188311,6.897864,,.1883108,,,,,,,,,
"South-Eastern Asia",1865,,,1030.8364,.1564995,31.25,,1.53056,.1730769,.0051019,.0225116,6.905687,,.2251159,,,,,,,,,
"South-Eastern Asia",1870,0.02,1.00,1050.0727,.585134,31.25,1.004735,2.154046,.1730769,.0071802,.0270693,6.923396,,.2706929,,,,,,,,,
"South-Eastern Asia",1875,0.03,1.00,1091.6,.7375764,31.25,1.006808,3.329215,.1730769,.0110974,.0332944,6.960458,,.3329437,,,,,,,,,
"South-Eastern Asia",1880,0.03,1.00,1136.0182,.8111493,31.25,1.009804,4.64102,.1730769,.0154701,.0396507,6.996998,,.3965074,,,,,,,,,
"South-Eastern Asia",1885,0.05,1.00,1184.0182,.6362501,31.25,1.013668,5.204192,.1730769,.0173473,.0442629,7.03334,,.4426288,,,,,,,,,
"South-Eastern Asia",1890,0.07,1.01,1230.8727,.6912582,31.25,1.01948,5.889942,.1730769,.0196331,.0485393,7.065223,,.4853932,,,,,,,,,
"South-Eastern Asia",1895,0.09,1.01,1282.1273,.6444777,31.25,1.025192,7.453175,.1730769,.0248439,.0552171,7.097507,,.5521711,,,,,,,,,
"South-Eastern Asia",1900,0.12,1.01,1317.7636,-.0196259,30.720909,1.02435,9.37762,.1649371,.0312587,.0573689,7.121047,,.5736886,,,,,,,,,
"South-Eastern Asia",1905,0.20,1.01,1349.1091,1.057444,31.25,1.045739,14.64666,.1730769,.0488222,.0774533,7.136636,,.774533,,,,,,,,,
"South-Eastern Asia",1910,0.31,1.03,1416.1818,1.274679,31.326727,1.100426,19.74117,.1742573,.0658039,.089892,7.191684,,.8989201,,,,,,,,,
"South-Eastern Asia",1915,0.45,1.05,1494.5455,1.526414,29.278364,1.167062,21.45796,.1427441,.0715265,.0870405,7.245955,1.666667,.870405,,,,,3.513938,3,1,1,1
"South-Eastern Asia",1920,0.58,1.06,1591.2909,.8051262,32.101091,1.192665,25.83075,.1861706,.0861025,.105978,7.285751,1.666667,1.05978,,,,,3.513938,3,1,1,1
"South-Eastern Asia",1925,0.72,1.09,1712.7273,2.117589,32.944909,1.276799,33.21936,.1991524,.1107312,.1251173,7.343489,1.666667,1.251173,,,,,3.513938,3,1,1,1
"South-Eastern Asia",1930,0.86,1.08,1872.5455,1.41995,34.647818,1.244568,37.25638,.2253511,.1241879,.1475668,7.402623,3.333333,1.475668,,,,,3.46599,2.5999999,1.4,.80000001,1
"South-Eastern Asia",1935,1.02,1.12,2375.2909,2.329235,37.175636,1.376438,38.91107,.2642406,.1297036,.1736521,7.502842,5.833333,1.736521,,,,,7.492674,2,2,2,2
"South-Eastern Asia",1940,1.15,1.11,3092.9818,-1.548425,35.318727,1.370717,53.63033,.2356727,.1787678,.1936507,7.514539,,1.936507,,,,,,,,,
"South-Eastern Asia",1945,1.35,1.13,4641.0909,2.768408,39.228909,1.42505,55.48074,.2958294,.1849358,.2209147,7.481878,4.965278,2.209146,3.085284,3.285605,2.910678,,5.593415,2.25,1.25,1.6666666,1.3333334
"South-Eastern Asia",1950,1.58,1.18,6630.5818,2.013724,47.159273,1.586291,63.77953,.417835,.2125984,.2866471,7.612884,4.166667,2.866471,2.918692,4.496468,3.640053,,5.532262,2.3333333,1.3333334,1.5,1.5
"South-Eastern Asia",1955,1.92,1.22,7152.1636,1.830886,50.149636,1.704596,77.03169,.4638405,.2567723,.3355876,7.693666,5.190476,3.355876,3.119536,4.085167,3.273069,,6.686808,2.1714287,1.4857143,1.7428571,1.9142857
"South-Eastern Asia",1960,2.22,1.27,7832.3455,1.958237,52.817273,1.885889,83.212,.5048811,.2773733,.3671367,7.801378,5.035714,3.671367,2.479754,2.79043,2.881818,,5.397216,2.3714285,.97142857,1.4571428,1.5428572
"South-Eastern Asia",1965,2.53,1.27,8618.5636,2.244454,54.946545,1.892048,90.98402,.5376391,.3032801,.3965258,7.884611,4.864583,3.965258,2.457419,2.730276,2.664459,,4.734459,2.425,.875,1.25,1.375
"South-Eastern Asia",1970,3.06,1.34,10398.582,2.667449,56.273818,2.1046,98.8008,.5580587,.329336,.4235151,8.018668,3.62963,4.235151,1.902262,2.030769,1.955393,,4.383937,2.2666667,.97777778,1.0444444,1.3111111
"South-Eastern Asia",1975,3.54,1.43,13578.509,3.252433,55.933091,2.402502,105.2845,.5528168,.3509484,.4038586,8.147213,4.008333,4.038586,2.143691,2.051097,1.921108,,4.816851,2.3199999,1.16,1.1,1.52
"South-Eastern Asia",1980,4.18,1.54,13416.327,1.402502,60.201636,2.744078,121.2751,.6184867,.4042504,.4953617,8.246856,4.433333,4.953617,1.924589,2.095136,2.040484,,5.578303,2.22,1.3200001,1.28,1.76
"South-Eastern Asia",1985,4.65,1.59,12543.364,2.08193,63.905818,2.932625,130.3727,.6754741,.4345758,.5400407,8.315,4.558333,5.400407,2.185153,2.639587,2.387387,,5.621382,2.24,1.24,1.34,1.74
"South-Eastern Asia",1990,5.16,1.74,13711.891,3.807188,65.823636,3.400856,135.8741,.704979,.4529138,.5607515,8.479175,4.783333,5.607515,2.316169,2.93713,2.958527,,5.393172,2.3399999,1.28,1.28,1.6799999
"South-Eastern Asia",1995,5.62,1.79,15084.473,1.807153,67.069091,3.56949,146.6299,.7241399,.4887665,.5874452,8.644865,4.691667,5.874452,2.609041,3.180433,3.283525,4.208103,5.518098,2.26,1.36,1.3,1.7
"South-Eastern Asia",2000,6.08,1.87,15980.873,3.59159,68.661818,3.835847,164.9351,.7486433,.5497837,.6323768,8.742512,4.646465,6.323768,3.253132,3.744369,3.922866,4.278261,5.848142,2.1636364,1.4545455,1.4242424,1.7272727
"South-Eastern Asia",2005,6.88,2.04,17779.018,3.675085,70.674545,4.389261,178.1603,.7796084,.5938678,.669956,8.928397,4.299242,6.699559,3.187506,3.373734,3.682652,4.159013,5.262766,2.1363637,1.3181819,1.1818181,1.6363636
"South-Eastern Asia",2010,7.68,2.20,19569.255,4.336183,72.292727,4.910895,191.8912,.8045035,.6396373,.7063146,9.119158,,7.063146,3.540999,,,4.352485,,,,,
"South-Eastern Asia",2015,,,20928.091,3.485972,73.159091,,,.8178322,,,9.227274,,,3.501407,,,,,,,,
"Southern Africa",1800,,,660.16,.016101,32.92,,,.1987692,,,6.349036,,,,,,,,,,,
"Southern Africa",1805,,,660.96,.0303361,32.92,,,.1987692,,,6.350552,,,,,,,,,,,
"Southern Africa",1810,,,661.48,.0209889,32.92,,,.1987692,,,6.351402,,,,,,,,,,,
"Southern Africa",1815,,,662.16,.020192,32.92,,,.1987692,,,6.35259,,,,,,,,,,,
"Southern Africa",1820,,,698.12,.9325592,32.92,,1.337282,.1987692,.0044576,.0175671,6.382881,,.1756711,,,,,,,,,
"Southern Africa",1825,,,723.84,.6421664,32.92,,1.619158,.1987692,.0053972,.0193301,6.415545,,.1933007,,,,,,,,,
"Southern Africa",1830,,,710.04,.0387615,32.92,,1.96653,.1987692,.0065551,.0227056,6.423513,,.2270564,,,,,,,,,
"Southern Africa",1835,,,712.52,.3793488,32.92,,2.385321,.1987692,.0079511,.0256995,6.440622,,.2569946,,,,,,,,,
"Southern Africa",1840,,,708.32,.0436177,32.92,,2.889805,.1987692,.0096327,.0289437,6.451911,,.2894371,,,,,,,,,
"Southern Africa",1845,,,691.36,.3513931,32.92,,3.495762,.1987692,.0116525,.0325112,6.451434,,.3251122,,,,,,,,,
"Southern Africa",1850,,,780.08,1.767287,32.92,,4.22135,.1987692,.0140712,.0364499,6.527269,,.3644992,,,,,,,,,
"Southern Africa",1855,,,806.64,.3915125,32.92,,5.087764,.1987692,.0169592,.0408023,6.557241,,.4080233,,,,,,,,,
"Southern Africa",1860,,,788.96,1.217528,32.92,,6.119085,.1987692,.020397,.0456073,6.557683,,.4560732,,,,,,,,,
"Southern Africa",1865,,,812.48,.5052037,32.92,,7.342815,.1987692,.0244761,.050901,6.584389,,.50901,,,,,,,,,
"Southern Africa",1870,0.24,1.02,961.08,2.162841,32.92,1.078602,8.790362,.1987692,.0293012,.0567156,6.681937,,.5671555,,,,,,,,,
"Southern Africa",1875,0.29,1.03,1102.52,1.798416,32.92,1.095062,11.09485,.1987692,.0369828,.0645518,6.756844,,.6455179,,,,,,,,,
"Southern Africa",1880,0.34,1.04,1172.16,-.3807018,32.92,1.123208,13.57846,.1987692,.0452615,.0724479,6.797822,,.7244789,,,,,,,,,
"Southern Africa",1885,0.42,1.04,1133.84,1.885832,32.92,1.142432,10.8559,.1987692,.0361863,.0678537,6.798799,,.6785367,,,,,,,,,
"Southern Africa",1890,0.49,1.10,1282.08,.6848153,32.92,1.315898,8.428361,.1987692,.0280945,.0615438,6.865847,,.615438,,,,,,,,,
"Southern Africa",1895,0.51,1.09,1463.32,1.598778,32.92,1.302305,9.372269,.1987692,.0312409,.0649007,6.933865,,.6490068,,,,,,,,,
"Southern Africa",1900,0.51,1.05,1499.44,2.010848,31.688,1.172171,10.30394,.1798154,.0343465,.0679753,6.959714,,.6797525,,,,,,,,,
"Southern Africa",1905,0.54,1.07,1832.28,.5785754,31.312,1.228073,10.7124,.1740308,.035708,.0732129,7.049159,,.7321286,,,,,,,,,
"Southern Africa",1910,0.62,1.07,1784.04,.4975721,32.92,1.213429,11.24297,.1987692,.0374766,.0769017,7.058266,7.5,.7690167,,,,,9.535202,2,3,3,2
"Southern Africa",1915,0.79,1.08,1799.6,.6717467,28.7236,1.267779,15.16122,.1342092,.0505374,.0749811,7.086513,7.5,.7498114,,,,,9.535202,2,3,3,2
"Southern Africa",1920,1.10,1.12,1862.28,.8600419,32.92,1.38587,19.33683,.1987692,.0644561,.1048888,7.126913,7.5,1.048888,,,,,9.535202,2,3,3,2
"Southern Africa",1925,1.42,1.16,2010.6,1.198456,32.92,1.51474,20.78381,.1987692,.0692794,.1113266,7.184138,7.5,1.113266,,,,,9.535202,2,3,3,2
"Southern Africa",1930,1.66,1.19,1985.64,.8066086,33.1208,1.609541,22.76074,.2018585,.0758691,.1207707,7.206024,7.5,1.207707,,,,,9.535202,2,3,3,2
"Southern Africa",1935,1.88,1.22,2346.88,1.672923,33.6232,1.704512,28.85042,.2095877,.0961681,.1416234,7.298504,7.5,1.416234,,,,,9.535202,2,3,3,2
"Southern Africa",1940,2.12,1.24,2523,.9839743,34.4536,1.786592,37.11713,.2223631,.1237238,.165799,7.353377,,1.65799,,,,,,,,,
"Southern Africa",1945,2.38,1.28,2610.6,.834911,38.1508,1.904145,42.87315,.2792431,.1429105,.1972749,7.393974,7.5,1.972749,3.439842,5.694033,3.171641,,9.535202,2,3,3,2
"Southern Africa",1950,2.69,1.32,2814.16,1.939259,43.4556,2.03409,48.90755,.3608554,.1630252,.2381567,7.465309,7.5,2.381567,3.297455,5.641679,3.105648,,9.535202,2,3,3,2
"Southern Africa",1955,2.94,1.35,3028.8,1.415171,46.17,2.121883,55.7541,.4026154,.185847,.2694995,7.547907,7.5,2.694995,3.283769,5.522675,3.050046,,9.535202,2,3,3,2
"Southern Africa",1960,3.13,1.36,3516.36,5.799778,48.4764,2.167901,61.53307,.4380985,.2051102,.2949316,7.732738,7.5,2.949315,3.268186,5.458364,3.014734,,9.535202,2,3,3,2
"Southern Africa",1965,3.38,1.39,4217.04,2.631833,50.3984,2.261133,69.57339,.4676677,.2319113,.3234479,7.940964,5.3125,3.234479,4.369946,5.682356,4.040415,,7.741575,2.25,1.75,2.25,2
"Southern Africa",1970,3.81,1.44,4843.88,6.954128,52.6564,2.432683,79.17281,.5024061,.2639094,.3563203,8.162229,4.3125,3.563203,3.857189,4.347255,3.336809,,5.705978,2.25,1.4,1.65,1.4
"Southern Africa",1975,4.32,1.54,5359.08,2.10343,55.312,2.7627,87.80314,.5432615,.2926771,.3896461,8.341366,4.716667,3.896461,3.757294,4.150031,3.112623,,5.45751,2.4000001,1,1.48,1.5599999
"Southern Africa",1980,4.76,1.60,5777.2,1.066796,58.1344,2.959182,95.19909,.5866831,.3173303,.4231264,8.424148,4.866666,4.231264,3.766231,4.151496,3.105103,,5.985896,2.4000001,.88,1.6,1.8
"Southern Africa",1985,5.09,1.63,5888.52,1.788652,60.5232,3.061025,100.8263,.6234338,.3360875,.4519281,8.470498,4.666667,4.519281,3.769631,4.083768,3.148689,,5.121669,2.52,.23999999,1.48,1.52
"Southern Africa",1990,5.81,1.79,6072.44,.37035,61.248,3.579238,113.5479,.6345846,.3784931,.4887825,8.525961,4.133333,4.887825,4.555331,4.917339,4.107669,,6.244277,2.1199999,.56,1.76,1.76
"Southern Africa",1995,6.46,1.97,6388.52,1.505236,56.532,4.153583,139.8976,.5620308,.4663255,.5154964,8.585202,4.15,5.154964,5.106802,5.741892,4.920572,5.866928,6.793105,2,.80000001,1.8,2
"Southern Africa",2000,6.31,1.90,6863.72,2.163385,49.384,3.913873,143.229,.4520615,.47743,.4625956,8.659247,4.25,4.625956,5.135028,5.844526,5.107554,5.867854,6.793105,2,.80000001,1.8,2
"Southern Africa",2005,6.90,2.08,8015.72,2.399165,50.048,4.503952,151.9505,.4622769,.5065018,.4591551,8.806741,4.25,4.59155,5.258441,5.859812,5.170753,5.843139,6.793105,2,.80000001,1.8,2
"Southern Africa",2010,7.10,2.08,8956.48,2.832969,54.548,4.499506,165.6248,.5315077,.5520828,.5132408,8.922396,,5.132408,5.260765,,,5.814653,,,,,
"Southern Africa",2015,,,9687.6,2.744121,57.167,,,.5718,,,8.995738,,,,,,,,,,,
"Southern Asia",1800,,,839.33333,.017899,28.512889,,,.1309675,,,6.712731,,,,,,,,,,,
"Southern Asia",1805,,,839.53333,-.0041896,28.592222,,,.132188,,,6.713026,,,,,,,,,,,
"Southern Asia",1810,,,839.82222,.0119567,28.476889,,,.1304137,,,6.713447,,,,,,,,,,,
"Southern Asia",1815,,,840,.0064717,28.581111,,,.1320171,,,6.713737,0,,,,,,,3,,0,0
"Southern Asia",1820,,,841.57778,.0780859,28.575556,,.4470625,.1319316,.0014902,.0079664,6.715878,0,.0796637,,,,,,3,,0,0
"Southern Asia",1825,,,845.2,.0982846,28.568889,,.5742099,.1318291,.001914,.0090427,6.720731,0,.0904272,,,,,,3,,0,0
"Southern Asia",1830,,,848.84444,.0936707,28.432667,,.7358612,.1297333,.0024529,.0101333,6.725515,0,.1013332,,,,,,3,,0,0
"Southern Asia",1835,,,852.57778,.100485,28.498222,,.7209762,.1307419,.0024033,.010355,6.730404,0,.1035497,,,,,,3,,0,0
"Southern Asia",1840,,,856.28889,.0948598,28.552222,,.7100061,.1315726,.0023667,.0106196,6.735195,0,.1061963,,,,,,3,,0,0
"Southern Asia",1845,,,860.11111,.0966244,28.546667,,.7018254,.1314872,.0023394,.0108588,6.74009,0,.1085882,,,,,,3,,0,0
"Southern Asia",1850,,,868.06667,.2732371,28.541111,,.7002615,.1314017,.0023342,.0111543,6.749258,0,.1115432,,,,,,3,,0,0
"Southern Asia",1855,,,883.28889,.3234084,28.535556,,.8630441,.1313162,.0028768,.0124706,6.765215,0,.1247065,,,,,,3,,0,0
"Southern Asia",1860,,,899.73333,.3173988,28.384,,1.03777,.1289846,.0034592,.0135321,6.781013,0,.1353211,,,,,.2910641,3,1,0,0
"Southern Asia",1865,,,917.64444,.3208962,28.280889,,1.250005,.1273983,.0041667,.0148196,6.796855,0,.1481959,,,,,.2910641,3,1,0,0
"Southern Asia",1870,0.03,1.00,925.88889,.0949933,28.517778,1.009253,1.474477,.1310427,.0049149,.0169486,6.806127,0,.1694865,,,,,.2910641,3,1,0,0
"Southern Asia",1875,0.04,1.00,932.64444,.3034101,28.106667,1.010261,2.40767,.124718,.0080256,.0195538,6.816034,0,.1955375,,,,,.2910641,3,1,0,0
"Southern Asia",1880,0.04,1.00,970.08889,.6761895,28.424444,1.004232,3.362333,.1296068,.0112078,.025138,6.848315,0,.2513804,,,,,.2910641,3,1,0,0
"Southern Asia",1885,0.05,1.00,987.24444,.371859,28.237111,1.014188,4.250039,.1267248,.0141668,.027706,6.86712,0,.2770595,,,,,.2910641,3,1,0,0
"Southern Asia",1890,0.07,1.01,1032.3556,1.014346,27.761333,1.030699,5.079228,.1194051,.0169308,.0289763,6.901634,0,.289763,,,,,.2910641,3,1,0,0
"Southern Asia",1895,0.08,1.01,1071.2222,.5975603,27.419333,1.024776,5.752595,.1141436,.0191753,.0296809,6.93238,0,.2968095,,,,,.2910641,3,1,0,0
"Southern Asia",1900,0.11,1.01,1125.5778,1.079884,27.29,1.027236,6.414557,.1121538,.0213819,.0314779,6.976099,0,.3147794,,,,,.2910641,3,1,0,0
"Southern Asia",1905,0.17,1.02,1138.8889,.5806392,26.774667,1.05141,7.774919,.1042256,.0259164,.030996,6.990336,3.5,.3099604,,,,,4.333152,3,1.6,1.2,1.2
"Southern Asia",1910,0.26,1.03,1176.3778,.4016685,27.325778,1.085894,9.317034,.1127043,.0310568,.0383014,7.022529,3.333333,.3830142,,,,,1.975267,3,1.25,.5,.5
"Southern Asia",1915,0.37,1.04,1176.0444,.1186196,25.305111,1.123488,10.32476,.0816171,.0344159,.0361642,7.02395,1.666667,.3616424,,,,,.1940427,3,.66666669,0,0
"Southern Asia",1920,0.46,1.04,1180.8667,.324946,28.511111,1.143156,11.61585,.1309402,.0387195,.0534045,7.027836,2.5,.534045,,,,,1.875569,3,.66666669,.40000001,.66666669
"Southern Asia",1925,0.59,1.07,1256.9111,.9589759,29.64,1.213453,13.24111,.1483077,.044137,.0662192,7.074359,1.944444,.6621921,,,,,2.871904,3,.80000001,.66666669,1
"Southern Asia",1930,0.68,1.08,1276.3333,-.1178264,30.784444,1.249089,15.6246,.1659145,.052082,.0809765,7.08216,2.277778,.8097651,,,,,3.224399,3,1,.66666669,1.2
"Southern Asia",1935,0.77,1.07,1294.7778,-.0606231,31.359778,1.241755,18.53896,.1747658,.0617965,.0921545,7.081697,2.777778,.9215446,,,,,3.420588,3,1,.66666669,1.3333334
"Southern Asia",1940,0.88,1.11,1350.3556,.3355466,32.443556,1.360204,19.90069,.1914393,.0663356,.1035586,7.104592,,1.035586,,,,,,,,,
